Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
66	130.17073	60.43645	225.41655	29.470905	173.4479	63.582397	244.00139	52.421288	855.8333	583.5	329999	44.934883	25.166761	237.32799	-249.98471	-45.571896	10.17265	2408.2268013954163
67	180.34933	61.743526	275.4277	72.92197	132.7561	65.48059	211.44766	2.6225457	635.375	647.0	334999	45.67167	25.505219	239.30496	-277.1097	-46.33343	9.79255	2438.4392104148865
68	203.09592	27.731424	241.66074	155.97903	137.56068	91.20894	285.30484	-69.70194	543.8	552.2	339999	46.784473	26.127312	250.04782	-268.9356	-47.48039	10.236505	2464.5358488559723
69	204.03462	76.51167	277.85248	-2.3862972	177.36661	49.971302	260.19153	121.1324	389.58334	564.5	344999	49.102985	26.180742	250.48868	-296.94934	-49.84825	9.513095	2489.911165714264
70	143.2608	82.65196	242.90704	15.876662	80.10987	119.9847	259.44977	-119.85487	588.25	760.5	349999	50.6588	25.918484	250.42337	-271.08804	-51.36036	9.569377	2521.2707607746124
71	94.14184	133.97736	248.94006	-59.476254	40.72216	128.93768	254.01294	-106.37091	746.1429	630.2	354999	50.73889	25.811167	243.55338	-265.0254	-51.369545	10.485	2552.132399559021
72	38.314983	113.29519	203.16904	-95.8941	-57.779716	62.31802	15.225315	-199.89487	883.6667	889.6	359999	49.391357	25.14728	235.37778	-308.44498	-49.960796	9.035692	2592.831317424774
73	38.532825	107.26435	213.57416	-127.15779	46.284275	123.2996	282.41626	-71.19587	791.5	867.6	364999	47.069134	24.258871	235.343	-283.5564	-47.581615	8.521219	2627.144223213196
74	89.94785	139.87094	271.3841	-137.09871	169.57336	92.44192	259.06345	-75.068596	536.4	635.6	369999	45.211407	23.95136	243.26205	-294.69318	-45.73762	8.7724905	2653.8061673641205
75	152.40327	125.48587	274.19138	-139.70114	167.87128	59.777344	248.74701	64.736855	613.0	523.9	374999	44.90701	24.57293	250.10646	-367.3753	-45.49243	9.48124	2679.648157596588
76	69.059784	100.79307	227.00887	-77.65297	144.73152	92.39791	302.05484	-42.96989	519.2222	667.5	379999	45.210632	25.365808	256.24432	-332.12054	-45.805275	9.446247	2709.1921405792236
77	126.97652	97.05991	258.60315	-62.546986	152.13718	115.66083	279.5282	-107.56158	614.25	417.2	384999	44.84952	25.939032	256.75055	-321.31427	-45.37915	8.575775	2733.484673500061
78	212.56322	67.874245	284.02356	16.784037	158.47922	60.299847	239.65323	42.41453	371.23077	634.8	389999	43.84507	26.133692	255.66638	-296.7323	-44.371006	9.11963	2758.594382047653
79	166.83987	56.4987	271.34238	84.61976	77.60054	81.86341	282.02866	-1.7828722	773.0	307.3	394999	43.14463	26.551481	262.64197	-296.72397	-43.706482	8.875719	2779.4521627426147
80	105.926735	98.43862	273.28867	-38.546364	122.36061	87.14369	255.70331	18.83269	308.82352	396.0	399999	44.504383	27.040466	256.66446	-293.74136	-45.12937	9.8180895	2800.7934420108795
81	95.943214	98.385445	290.0504	12.967547	116.82997	94.71325	262.66736	21.500978	254.15	278.9	404999	46.77559	27.932163	255.79088	-283.03622	-47.462875	9.926567	2819.6175734996796
82	102.24925	87.65148	279.05005	16.146091	126.446335	103.77185	291.95218	33.770092	246.2	249.6	409999	49.273914	29.379963	250.59323	-284.35776	-49.954742	10.663494	2838.2267434597015
83	105.75278	115.81047	294.80765	-163.3253	135.84514	101.91925	300.13846	27.887133	335.0	386.6	414999	49.848835	30.024235	257.3752	-303.83273	-50.450592	10.998299	2859.332685470581
84	137.29791	108.9921	290.67914	8.633399	203.10014	87.68105	301.92368	20.007946	280.72223	320.3	419999	48.498383	30.140995	262.63266	-303.8651	-49.021553	10.55564	2878.90682053566
85	198.38277	76.88684	288.84045	48.869175	162.9401	83.074196	279.92834	5.198106	426.63635	397.8	424999	45.785553	29.538908	259.5803	-314.7525	-46.242104	11.393682	2900.1312601566315
86	165.87544	106.85684	294.28445	-24.271576	155.61362	90.121254	249.11089	-15.659749	274.10526	431.6	429999	43.578796	29.027632	261.3968	-280.2497	-44.05919	11.06033	2921.289489507675
87	176.45674	118.40563	297.06717	-54.892048	170.27997	77.66992	284.94247	25.79719	637.0	580.1	434999	43.00687	28.848497	258.35913	-298.7166	-43.512245	11.707956	2945.348725795746
88	147.95064	111.99538	299.43823	-82.48978	125.363144	81.20001	280.15924	36.126553	331.73334	484.3	439999	42.930023	29.139828	262.9838	-294.7355	-43.474316	12.418713	2967.1401221752167
89	188.49632	111.32162	302.81622	2.9092028	215.38916	56.17946	285.14032	130.75145	301.9375	674.0	444999	43.584732	29.15414	264.3357	-285.30988	-44.130795	12.048602	2990.515725135803
90	159.28839	91.78399	285.5639	42.474808	155.7625	82.83076	270.22424	25.341177	549.3333	719.9	449999	43.80069	29.049068	256.62354	-280.96457	-44.31445	11.9836645	3017.476327419281
91	208.83208	60.81028	290.19754	126.61246	169.95206	43.953968	248.25403	114.47868	742.4286	799.9	454999	43.33089	29.044975	255.1987	-292.75583	-43.813335	12.004388	3044.9361913204193
92	209.00911	71.10056	285.56177	76.14461	228.23666	52.01769	301.9706	119.466805	621.25	465.2	459999	42.123093	28.548103	238.93231	-253.85228	-42.578014	11.50322	3067.99507522583
93	163.97379	93.34734	251.87163	15.404658	185.9539	47.709965	264.94327	132.2903	526.0	858.8	464999	41.566982	28.662983	242.6637	-296.3177	-42.059925	12.197505	3095.9389612674713
94	170.4377	95.16824	288.1453	13.420313	138.87607	108.09356	286.015	9.614402	487.16666	480.4	469999	41.926857	28.575142	243.82109	-355.6936	-42.46336	12.122834	3118.6138849258423
95	61.478043	72.89163	280.49716	11.942535	93.71352	91.12738	250.56483	6.71979	252.61111	334.2	474999	42.53608	28.205214	236.11464	-297.02798	-43.0527	11.90491	3138.307180404663
96	108.42967	92.82857	233.91037	-27.235577	83.28232	70.778046	228.48636	13.296452	673.0	431.8	479999	43.69209	28.066252	237.67122	-285.86398	-44.233376	12.554501	3162.064259290695
97	48.387615	100.82765	288.6595	-147.99146	61.91784	65.65339	209.43053	-14.480003	398.83334	354.6	484999	44.518497	28.201565	237.3977	-268.42725	-45.04217	12.253239	3184.8062562942505
98	122.09418	91.84735	263.10693	14.7584095	151.35103	61.367172	244.0915	21.193235	485.6	802.4	489999	44.665466	28.19323	236.6675	-305.34286	-45.164	12.820339	3212.5995531082153
99	179.58089	51.55006	242.45975	115.26163	148.28867	68.65875	257.6316	20.644278	784.0	712.5	494999	43.675396	28.177402	233.08784	-341.42056	-44.120956	12.036735	3240.8606038093567
100	165.49734	58.86442	278.70712	122.14534	65.578766	58.964138	216.67532	-11.5821905	827.5	838.1	499999	42.43327	28.027641	226.12889	-345.89764	-42.90376	11.83368	3274.873678445816
